店舗CD,店舗,グループCD,グループ,9時迄売上高,10時迄売上高,11時迄売上高,12時迄売上高,13時迄売上高,14時迄売上高,15時迄売上高,16時迄売上高,17時迄売上高
"","",214,リカー,15.0,22.0,39.0,55.0,80.0,93.0,116.0,148.0,170.0
"","",221,デイリーフーズ,15.0,57.0,153.0,291.0,402.0,478.0,577.0,690.0,786.0
0000010020,小千谷, ,小千谷計,31.0,121.0,338.0,568.0,724.0,887.0,1044.0,1295.0,1540.0
"","",211,グロサリー,17.0,58.0,168.0,294.0,370.0,448.0,530.0,661.0,784.0
"","",214,リカー,5.0,17.0,38.0,63.0,82.0,112.0,128.0,159.0,205.0
"","",221,デイリーフーズ,9.0,46.0,132.0,211.0,272.0,326.0,386.0,475.0,551.0
0000032100,浦和美園, ,浦和美園計,255.0,671.0,1397.0,2318.0,3362.0,4198.0,5113.0,6322.0,7550.0
"","",211,グロサリー,120.0,333.0,651.0,1087.0,1618.0,2012.0,2454.0,3027.0,3611.0
"","",214,リカー,25.0,97.0,234.0,351.0,449.0,564.0,672.0,828.0,985.0
"","",221,デイリーフーズ,110.0,241.0,512.0,879.0,1296.0,1622.0,1986.0,2466.0,2954.0
0000060410,湘南茅ヶ崎, ,湘南茅ヶ崎計,38.0,212.0,566.0,998.0,1350.0,1731.0,2283.0,2757.0,3314.0
"","",211,グロサリー,16.0,92.0,252.0,422.0,575.0,775.0,1032.0,1221.0,1446.0
"","",214,リカー,5.0,33.0,95.0,175.0,230.0,272.0,360.0,438.0,543.0
"","",221,デイリーフーズ,18.0,86.0,219.0,400.0,545.0,685.0,890.0,1098.0,1325.0
0000804250,横須賀, ,横須賀計,104.0,401.0,932.0,1623.0,2410.0,2968.0,3793.0,4588.0,5359.0
"","",211,グロサリー,53.0,187.0,418.0,709.0,1033.0,1270.0,1649.0,1977.0,2313.0
"","",214,リカー,10.0,44.0,117.0,211.0,322.0,403.0,504.0,639.0,749.0
"","",221,デイリーフーズ,41.0,170.0,397.0,703.0,1055.0,1295.0,1639.0,1972.0,2298.0
0000006660,津田沼, ,津田沼計,532.0,1018.0,1890.0,2948.0,4290.0,5315.0,6612.0,7880.0,9554.0
"","",211,グロサリー,286.0,519.0,927.0,1414.0,2072.0,2598.0,3266.0,3903.0,4748.0
"","",214,リカー,47.0,136.0,280.0,414.0,586.0,708.0,838.0,1009.0,1200.0
"","",221,デイリーフーズ,198.0,364.0,683.0,1120.0,1632.0,2009.0,2508.0,2968.0,3607.0
0000017300,水戸内原, ,水戸内原計,61.0,205.0,542.0,901.0,1367.0,1834.0,2284.0,2930.0,3540.0
"","",211,グロサリー,20.0,102.0,284.0,460.0,702.0,958.0,1219.0,1563.0,1878.0
"","",214,リカー,15.0,37.0,82.0,146.0,209.0,255.0,323.0,404.0,510.0
"","",221,デイリーフーズ,26.0,66.0,176.0,295.0,456.0,621.0,741.0,963.0,1152.0
0000017690,太田, ,太田計,53.0,201.0,523.0,994.0,1395.0,1794.0,2164.0,2608.0,3066.0
"","",211,グロサリー,29.0,101.0,274.0,530.0,748.0,963.0,1153.0,1381.0,1609.0
"","",214,リカー,6.0,18.0,74.0,122.0,160.0,203.0,251.0,301.0,334.0
"","",221,デイリーフーズ,18.0,83.0,175.0,343.0,487.0,628.0,760.0,926.0,1123.0
0000025300,杜の里, ,杜の里計,288.0,479.0,917.0,1494.0,2057.0,2528.0,3181.0,3781.0,4517.0
"","",211,グロサリー,133.0,237.0,427.0,683.0,954.0,1170.0,1506.0,1781.0,2114.0
"","",214,リカー,51.0,62.0,130.0,209.0,278.0,335.0,422.0,507.0,622.0
"","",221,デイリーフーズ,104.0,180.0,361.0,602.0,825.0,1023.0,1253.0,1494.0,1781.0
0000031150,中条, ,中条計,76.0,163.0,370.0,617.0,828.0,982.0,1248.0,1471.0,1745.0
"","",211,グロサリー,32.0,70.0,147.0,245.0,338.0,401.0,512.0,610.0,729.0
"","",214,リカー,13.0,31.0,68.0,112.0,137.0,166.0,213.0,239.0,299.0
"","",221,デイリーフーズ,30.0,62.0,154.0,260.0,353.0,416.0,524.0,621.0,718.0
0000041830,多摩平の森, ,多摩平の森計,80.0,310.0,785.0,1511.0,2286.0,2939.0,3743.0,4585.0,5627.0
"","",211,グロサリー,36.0,141.0,326.0,655.0,988.0,1269.0,1631.0,1998.0,2394.0
"","",214,リカー,11.0,42.0,127.0,232.0,331.0,432.0,568.0,672.0,875.0
"","",221,デイリーフーズ,33.0,127.0,332.0,624.0,966.0,1239.0,1544.0,1915.0,2358.0
0000805790,伊勢原, ,伊勢原計,37.0,137.0,291.0,580.0,828.0,1048.0,1255.0,1517.0,1762.0
"","",211,グロサリー,11.0,66.0,134.0,268.0,393.0,506.0,611.0,746.0,869.0
"","",214,リカー,9.0,16.0,37.0,81.0,114.0,143.0,171.0,202.0,231.0
"","",221,デイリーフーズ,17.0,55.0,119.0,231.0,321.0,399.0,473.0,569.0,662.0
0000806130,金沢八景, ,金沢八景計,0.0,423.0,1264.0,2181.0,3172.0,4066.0,5032.0,6017.0,7156.0
"","",211,グロサリー,0.0,217.0,603.0,1012.0,1436.0,1882.0,2359.0,2812.0,3316.0
"","",214,リカー,0.0,75.0,197.0,347.0,511.0,614.0,721.0,863.0,1026.0
"","",221,デイリーフーズ,0.0,132.0,464.0,822.0,1226.0,1570.0,1951.0,2342.0,2814.0
0000005010,春日部, ,春日部計,102.0,367.0,797.0,1289.0,1799.0,2257.0,2914.0,3623.0,4354.0
"","",211,グロサリー,54.0,207.0,428.0,672.0,939.0,1150.0,1469.0,1805.0,2143.0
"","",214,リカー,8.0,38.0,82.0,134.0,187.0,245.0,330.0,434.0,545.0
"","",221,デイリーフーズ,41.0,123.0,286.0,483.0,673.0,862.0,1114.0,1384.0,1667.0
0000032090,品川シーサイド, ,品川シーサイド計,172.0,546.0,1393.0,2321.0,3477.0,4352.0,5302.0,6299.0,7752.0
"","",211,グロサリー,59.0,223.0,601.0,1042.0,1566.0,1942.0,2384.0,2854.0,3505.0
"","",214,リカー,40.0,110.0,255.0,381.0,561.0,725.0,887.0,1022.0,1261.0
"","",221,デイリーフーズ,73.0,214.0,538.0,897.0,1350.0,1684.0,2031.0,2423.0,2987.0
0000057810,県央, ,県央計,59.0,151.0,298.0,513.0,754.0,978.0,1205.0,1539.0,1842.0
"","",211,グロサリー,34.0,78.0,149.0,257.0,376.0,494.0,615.0,771.0,919.0
"","",214,リカー,8.0,17.0,29.0,49.0,75.0,99.0,121.0,166.0,215.0
"","",221,デイリーフーズ,17.0,55.0,120.0,206.0,304.0,385.0,468.0,601.0,707.0
0000803820,長浦, ,長浦計,50.0,140.0,337.0,619.0,862.0,1113.0,1392.0,1634.0,1864.0
"","",211,グロサリー,25.0,66.0,168.0,293.0,423.0,552.0,708.0,839.0,947.0
"","",214,リカー,9.0,24.0,45.0,67.0,80.0,108.0,135.0,163.0,202.0
"","",221,デイリーフーズ,16.0,50.0,123.0,259.0,358.0,453.0,548.0,632.0,714.0
0000017860,茅ヶ崎中央, ,茅ヶ崎中央計,84.0,442.0,1088.0,1956.0,2780.0,3396.0,4285.0,5148.0,6052.0
"","",211,グロサリー,37.0,206.0,481.0,837.0,1187.0,1451.0,1872.0,2269.0,2645.0
"","",214,リカー,14.0,69.0,171.0,309.0,424.0,518.0,645.0,756.0,912.0
"","",221,デイリーフーズ,33.0,167.0,436.0,810.0,1169.0,1428.0,1768.0,2123.0,2495.0
0000060590,新百合ヶ丘, ,新百合ヶ丘計,291.0,634.0,1344.0,2298.0,3269.0,4104.0,5190.0,6352.0,7535.0
"","",211,グロサリー,140.0,292.0,591.0,990.0,1383.0,1724.0,2203.0,2713.0,3190.0
"","",214,リカー,41.0,74.0,184.0,324.0,500.0,646.0,801.0,984.0,1166.0
"","",221,デイリーフーズ,109.0,268.0,569.0,984.0,1385.0,1734.0,2186.0,2655.0,3179.0
0000006620,入間, ,入間計,231.0,606.0,1324.0,2125.0,2865.0,3726.0,4472.0,5242.0,6157.0
"","",211,グロサリー,88.0,279.0,621.0,989.0,1350.0,1779.0,2134.0,2487.0,2906.0
"","",214,リカー,38.0,89.0,187.0,265.0,358.0,478.0,579.0,661.0,786.0
"","",221,デイリーフーズ,105.0,239.0,516.0,871.0,1158.0,1470.0,1760.0,2094.0,2464.0
0000041200,海浜幕張, ,海浜幕張計,76.0,178.0,503.0,995.0,1491.0,1798.0,2255.0,2726.0,3266.0
"","",211,グロサリー,43.0,88.0,214.0,444.0,667.0,818.0,1015.0,1203.0,1437.0
"","",214,リカー,7.0,22.0,88.0,177.0,273.0,336.0,440.0,530.0,655.0
"","",221,デイリーフーズ,25.0,68.0,201.0,374.0,550.0,644.0,800.0,993.0,1175.0
0000041840,木更津, ,木更津計,66.0,260.0,611.0,1163.0,1730.0,2337.0,3052.0,3754.0,4510.0
"","",211,グロサリー,25.0,116.0,302.0,573.0,820.0,1157.0,1533.0,1871.0,2238.0
"","",214,リカー,8.0,43.0,91.0,154.0,242.0,320.0,421.0,525.0,690.0
"","",221,デイリーフーズ,33.0,102.0,219.0,436.0,668.0,860.0,1099.0,1358.0,1582.0
0000006110,イオンタワー薬局, ,イオンタワー薬局計,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
"","",211,グロサリー,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
0000006350,つくば, ,つくば計,137.0,352.0,718.0,1262.0,1761.0,2306.0,2919.0,3623.0,4351.0
"","",211,グロサリー,62.0,164.0,322.0,539.0,730.0,928.0,1187.0,1455.0,1746.0
"","",214,リカー,8.0,52.0,89.0,143.0,220.0,283.0,358.0,438.0,540.0
"","",221,デイリーフーズ,66.0,137.0,306.0,580.0,811.0,1095.0,1374.0,1730.0,2065.0
0000032740,レイクタウン, ,レイクタウン計,130.0,552.0,1366.0,2173.0,3050.0,3833.0,4819.0,6144.0,7093.0
"","",211,グロサリー,67.0,311.0,749.0,1184.0,1629.0,2035.0,2542.0,3021.0,3459.0
"","",214,リカー,13.0,50.0,148.0,249.0,370.0,467.0,646.0,1209.0,1391.0
"","",221,デイリーフーズ,50.0,192.0,469.0,739.0,1050.0,1331.0,1630.0,1914.0,2243.0
0000039060,となみ, ,となみ計,79.0,204.0,501.0,857.0,1111.0,1357.0,1657.0,2034.0,2435.0
"","",211,グロサリー,33.0,93.0,247.0,401.0,542.0,662.0,805.0,991.0,1155.0
"","",214,リカー,9.0,24.0,47.0,96.0,114.0,145.0,184.0,239.0,303.0
"","",221,デイリーフーズ,37.0,87.0,207.0,360.0,455.0,550.0,669.0,804.0,977.0
0000050480,ドラッグきさらづ朝日, ,ドラッグきさらづ朝日計,0.0,0.0,1.0,2.0,4.0,4.0,4.0,7.0,7.0
"","",211,グロサリー,0.0,0.0,1.0,2.0,4.0,4.0,4.0,7.0,7.0
0000003240,板橋, ,板橋計,134.0,611.0,1512.0,2891.0,4261.0,5417.0,6828.0,8311.0,9934.0
"","",211,グロサリー,66.0,289.0,725.0,1370.0,2028.0,2607.0,3305.0,4014.0,4744.0
"","",214,リカー,19.0,97.0,214.0,374.0,528.0,692.0,861.0,1087.0,1327.0
"","",221,デイリーフーズ,49.0,225.0,572.0,1147.0,1705.0,2118.0,2662.0,3210.0,3863.0
0000006050,新潟青山, ,新潟青山計,129.0,317.0,648.0,1104.0,1508.0,1906.0,2383.0,2813.0,3340.0
"","",211,グロサリー,57.0,134.0,268.0,476.0,655.0,825.0,1029.0,1217.0,1445.0
"","",214,リカー,14.0,46.0,93.0,155.0,211.0,271.0,361.0,422.0,509.0
"","",221,デイリーフーズ,58.0,137.0,287.0,473.0,642.0,810.0,993.0,1174.0,1386.0
0000030830,横浜新吉田, ,横浜新吉田計,464.0,737.0,1246.0,1854.0,2516.0,3030.0,3650.0,4238.0,4962.0
"","",211,グロサリー,209.0,341.0,569.0,850.0,1158.0,1385.0,1661.0,1928.0,2284.0
"","",214,リカー,111.0,153.0,234.0,305.0,400.0,474.0,564.0,652.0,762.0
"","",221,デイリーフーズ,143.0,244.0,444.0,699.0,959.0,1171.0,1425.0,1659.0,1916.0
0000050950,キッズとなみ, ,キッズとなみ計,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"","",211,グロサリー,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0000006150,Ｂ昭島, ,Ｂ昭島計,282.0,730.0,1340.0,2155.0,2899.0,3554.0,4265.0,5052.0,5808.0
"","",211,グロサリー,136.0,316.0,600.0,966.0,1299.0,1615.0,1929.0,2304.0,2638.0
"","",214,リカー,51.0,134.0,216.0,332.0,436.0,525.0,633.0,783.0,883.0
"","",221,デイリーフーズ,95.0,280.0,524.0,858.0,1164.0,1415.0,1703.0,1966.0,2288.0
0000031120,大宮西, ,大宮西計,128.0,292.0,626.0,1006.0,1351.0,1928.0,2246.0,2593.0,2898.0
"","",211,グロサリー,55.0,129.0,277.0,448.0,600.0,899.0,1056.0,1224.0,1363.0
"","",214,リカー,22.0,48.0,88.0,117.0,178.0,238.0,269.0,316.0,351.0
"","",221,デイリーフーズ,52.0,115.0,261.0,441.0,573.0,791.0,922.0,1053.0,1184.0
0000060580,厚木, ,厚木計,36.0,169.0,457.0,891.0,1311.0,1729.0,2178.0,2637.0,3180.0
"","",211,グロサリー,16.0,95.0,245.0,460.0,668.0,864.0,1085.0,1321.0,1560.0
"","",214,リカー,3.0,15.0,50.0,100.0,141.0,186.0,226.0,266.0,356.0
"","",221,デイリーフーズ,17.0,59.0,162.0,331.0,503.0,679.0,868.0,1050.0,1264.0
0000006960,富津, ,富津計,46.0,188.0,479.0,854.0,1231.0,1618.0,1989.0,2461.0,2868.0
"","",211,グロサリー,24.0,102.0,232.0,396.0,561.0,769.0,934.0,1130.0,1309.0
"","",214,リカー,8.0,27.0,62.0,99.0,161.0,212.0,272.0,376.0,432.0
"","",221,デイリーフーズ,14.0,59.0,185.0,359.0,509.0,638.0,783.0,954.0,1126.0
0000024360,ラブラ万代, ,ラブラ万代計,0.0,0.0,104.0,327.0,537.0,713.0,949.0,1160.0,1404.0
"","",211,グロサリー,0.0,0.0,42.0,125.0,220.0,290.0,391.0,472.0,573.0
"","",214,リカー,0.0,0.0,18.0,54.0,84.0,114.0,154.0,198.0,241.0
"","",221,デイリーフーズ,0.0,0.0,44.0,148.0,233.0,308.0,404.0,489.0,590.0
0000027490,新小松, ,新小松計,51.0,164.0,559.0,1060.0,1501.0,1960.0,2507.0,3193.0,3888.0
"","",211,グロサリー,20.0,61.0,264.0,532.0,746.0,988.0,1276.0,1629.0,2005.0
"","",214,リカー,13.0,29.0,56.0,105.0,163.0,227.0,316.0,409.0,488.0
"","",221,デイリーフーズ,17.0,74.0,239.0,424.0,591.0,745.0,915.0,1154.0,1395.0
0000050530,ドラッグふっつ, ,ドラッグふっつ計,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0
"","",211,グロサリー,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0
0000806850,東戸塚, ,東戸塚計,126.0,611.0,1428.0,2379.0,3324.0,4204.0,5250.0,6318.0,7496.0
"","",211,グロサリー,57.0,251.0,599.0,987.0,1417.0,1796.0,2247.0,2747.0,3261.0
"","",214,リカー,21.0,117.0,251.0,395.0,515.0,656.0,830.0,960.0,1165.0
"","",221,デイリーフーズ,49.0,243.0,577.0,996.0,1392.0,1752.0,2173.0,2611.0,3070.0
0000017350,下妻, ,下妻計,51.0,204.0,480.0,1030.0,1480.0,1886.0,2353.0,2839.0,3416.0
"","",211,グロサリー,21.0,85.0,231.0,491.0,723.0,942.0,1192.0,1431.0,1711.0
"","",214,リカー,4.0,45.0,78.0,153.0,198.0,262.0,332.0,397.0,488.0
"","",221,デイリーフーズ,26.0,73.0,171.0,386.0,558.0,681.0,828.0,1011.0,1216.0
0000017850,川口前川, ,川口前川計,83.0,415.0,1019.0,1964.0,2746.0,3772.0,4725.0,5755.0,6656.0
"","",211,グロサリー,40.0,206.0,513.0,953.0,1313.0,1811.0,2280.0,2775.0,3194.0
"","",214,リカー,13.0,52.0,126.0,263.0,369.0,535.0,645.0,775.0,903.0
"","",221,デイリーフーズ,30.0,158.0,381.0,748.0,1064.0,1426.0,1800.0,2206.0,2558.0
0000017890,船橋, ,船橋計,156.0,519.0,1312.0,2277.0,3426.0,4315.0,5194.0,6356.0,7473.0
"","",211,グロサリー,60.0,234.0,563.0,979.0,1506.0,1928.0,2331.0,2900.0,3398.0
"","",214,リカー,19.0,59.0,201.0,318.0,454.0,569.0,686.0,831.0,1008.0
"","",221,デイリーフーズ,76.0,226.0,548.0,980.0,1466.0,1817.0,2176.0,2625.0,3066.0
0000047330,東戸塚キッズ, ,東戸塚キッズ計,0.0,0.0,3.0,4.0,9.0,15.0,19.0,25.0,34.0
"","",211,グロサリー,0.0,0.0,3.0,4.0,9.0,15.0,19.0,25.0,34.0
0000010030,成田, ,成田計,56.0,198.0,584.0,1151.0,1789.0,2438.0,3115.0,3794.0,4576.0
"","",211,グロサリー,25.0,105.0,365.0,700.0,1070.0,1475.0,1922.0,2358.0,2819.0
"","",214,リカー,11.0,23.0,44.0,101.0,157.0,222.0,287.0,350.0,437.0
"","",221,デイリーフーズ,21.0,70.0,175.0,350.0,561.0,741.0,907.0,1087.0,1320.0
0000024540,甲府昭和, ,甲府昭和計,27.0,160.0,435.0,800.0,1093.0,1492.0,1899.0,2433.0,2945.0
"","",211,グロサリー,11.0,61.0,208.0,359.0,504.0,727.0,932.0,1190.0,1426.0
"","",214,リカー,1.0,21.0,39.0,115.0,160.0,207.0,266.0,350.0,439.0
"","",221,デイリーフーズ,15.0,79.0,188.0,327.0,428.0,559.0,701.0,893.0,1080.0
0000031020,葛西, ,葛西計,214.0,516.0,1009.0,1650.0,2314.0,3026.0,3736.0,4419.0,5398.0
"","",211,グロサリー,105.0,252.0,497.0,780.0,1082.0,1420.0,1755.0,2068.0,2482.0
"","",214,リカー,31.0,90.0,161.0,238.0,325.0,444.0,565.0,666.0,871.0
"","",221,デイリーフーズ,78.0,174.0,352.0,631.0,908.0,1161.0,1416.0,1685.0,2045.0
0000041230,狭山, ,狭山計,45.0,147.0,419.0,762.0,1067.0,1320.0,1698.0,2019.0,2481.0
"","",211,グロサリー,23.0,71.0,213.0,365.0,500.0,619.0,782.0,922.0,1144.0
"","",214,リカー,7.0,19.0,57.0,123.0,159.0,183.0,244.0,301.0,362.0
"","",221,デイリーフーズ,15.0,56.0,149.0,275.0,408.0,517.0,672.0,797.0,974.0
0000006650,新発田, ,新発田計,96.0,222.0,454.0,864.0,1151.0,1431.0,1787.0,2217.0,2663.0
"","",211,グロサリー,53.0,107.0,242.0,443.0,577.0,713.0,892.0,1109.0,1321.0
"","",214,リカー,12.0,44.0,71.0,129.0,176.0,216.0,276.0,332.0,400.0
"","",221,デイリーフーズ,31.0,71.0,141.0,293.0,399.0,503.0,619.0,775.0,942.0
0000047460,ドラッグＢＢなりた, ,ドラッグＢＢなりた計,0.0,0.0,3.0,9.0,14.0,16.0,18.0,21.0,22.0
"","",211,グロサリー,0.0,0.0,2.0,6.0,10.0,12.0,14.0,16.0,17.0
"","",221,デイリーフーズ,0.0,0.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0
0000017790,土浦　　　　　　　, ,土浦　　　　　　　計,155.0,398.0,879.0,1519.0,2051.0,2644.0,3373.0,4127.0,4981.0
"","",211,グロサリー,75.0,216.0,496.0,863.0,1176.0,1506.0,1933.0,2342.0,2810.0
"","",214,リカー,14.0,40.0,94.0,146.0,195.0,254.0,317.0,399.0,483.0
"","",221,デイリーフーズ,66.0,143.0,289.0,511.0,680.0,884.0,1122.0,1387.0,1688.0
0000024520,羽生, ,羽生計,72.0,216.0,568.0,1068.0,1466.0,1912.0,2498.0,3053.0,3624.0
"","",211,グロサリー,35.0,115.0,311.0,547.0,763.0,984.0,1270.0,1552.0,1843.0
"","",214,リカー,5.0,22.0,62.0,119.0,166.0,228.0,339.0,411.0,484.0
"","",221,デイリーフーズ,32.0,79.0,196.0,402.0,536.0,700.0,890.0,1089.0,1297.0
0000049830,上尾, ,上尾計,41.0,137.0,413.0,679.0,1102.0,1437.0,1861.0,2278.0,2794.0
"","",211,グロサリー,17.0,54.0,171.0,284.0,456.0,608.0,789.0,970.0,1170.0
"","",214,リカー,3.0,18.0,49.0,76.0,110.0,153.0,191.0,223.0,290.0
"","",221,デイリーフーズ,22.0,64.0,192.0,318.0,536.0,676.0,880.0,1085.0,1334.0
0000060280,稲毛, ,稲毛計,101.0,409.0,971.0,1652.0,2267.0,2889.0,3592.0,4283.0,5122.0
"","",211,グロサリー,35.0,181.0,436.0,745.0,997.0,1295.0,1592.0,1889.0,2263.0
"","",214,リカー,8.0,45.0,114.0,201.0,297.0,369.0,480.0,591.0,700.0
"","",221,デイリーフーズ,57.0,183.0,421.0,706.0,973.0,1225.0,1520.0,1802.0,2158.0
0000060200,板橋前野町, ,板橋前野町計,34.0,164.0,493.0,1036.0,1385.0,1877.0,2243.0,2707.0,3253.0
"","",211,グロサリー,11.0,82.0,223.0,448.0,593.0,828.0,999.0,1203.0,1446.0
"","",214,リカー,13.0,29.0,89.0,182.0,243.0,323.0,388.0,470.0,559.0
"","",221,デイリーフーズ,11.0,54.0,181.0,406.0,550.0,725.0,856.0,1033.0,1248.0
0000006980,鎌取, ,鎌取計,59.0,370.0,975.0,1683.0,2426.0,2978.0,3772.0,4449.0,5351.0
"","",211,グロサリー,28.0,189.0,468.0,790.0,1145.0,1409.0,1798.0,2110.0,2524.0
"","",214,リカー,10.0,47.0,99.0,178.0,246.0,296.0,384.0,478.0,613.0
"","",221,デイリーフーズ,21.0,134.0,409.0,716.0,1035.0,1273.0,1590.0,1861.0,2214.0
0000017900,幕張新都心, ,幕張新都心計,81.0,285.0,670.0,1303.0,1978.0,2704.0,3322.0,4086.0,4931.0
"","",211,グロサリー,38.0,133.0,324.0,644.0,1023.0,1416.0,1722.0,2108.0,2503.0
"","",214,リカー,7.0,31.0,80.0,172.0,244.0,319.0,409.0,515.0,629.0
"","",221,デイリーフーズ,36.0,121.0,265.0,486.0,711.0,970.0,1192.0,1462.0,1800.0
0000031050,御嶽山駅前, ,御嶽山駅前計,124.0,274.0,601.0,955.0,1305.0,1709.0,2160.0,2588.0,3077.0
"","",211,グロサリー,45.0,107.0,260.0,409.0,555.0,735.0,956.0,1126.0,1338.0
"","",214,リカー,17.0,35.0,77.0,126.0,185.0,242.0,303.0,395.0,500.0
"","",221,デイリーフーズ,62.0,131.0,264.0,421.0,566.0,732.0,902.0,1067.0,1239.0
0000041850,ユーカリが丘, ,ユーカリが丘計,99.0,290.0,732.0,1349.0,1846.0,2364.0,3006.0,3581.0,4217.0
"","",211,グロサリー,44.0,129.0,326.0,611.0,836.0,1079.0,1347.0,1596.0,1870.0
"","",214,リカー,17.0,31.0,69.0,133.0,187.0,235.0,350.0,435.0,529.0
"","",221,デイリーフーズ,38.0,130.0,337.0,605.0,823.0,1049.0,1309.0,1550.0,1818.0
0000047260,碑文谷本館, ,碑文谷本館計,0.0,302.0,1019.0,1888.0,2698.0,3471.0,4320.0,5494.0,6657.0
"","",211,グロサリー,0.0,125.0,453.0,794.0,1154.0,1510.0,1903.0,2429.0,2944.0
"","",214,リカー,0.0,51.0,185.0,366.0,510.0,625.0,773.0,970.0,1192.0
"","",221,デイリーフーズ,0.0,127.0,381.0,729.0,1034.0,1337.0,1645.0,2095.0,2521.0
0000082900,幕張新都心フードスト, ,幕張新都心フードスト計,0.0,0.0,33.0,93.0,196.0,286.0,393.0,524.0,686.0
"","",211,グロサリー,0.0,0.0,17.0,45.0,97.0,141.0,191.0,250.0,318.0
"","",214,リカー,0.0,0.0,3.0,5.0,8.0,14.0,19.0,26.0,40.0
"","",221,デイリーフーズ,0.0,0.0,13.0,44.0,91.0,131.0,183.0,249.0,329.0
0000006850,マリンピア, ,マリンピア計,176.0,660.0,1588.0,2803.0,3882.0,4843.0,5878.0,6984.0,8172.0
"","",211,グロサリー,77.0,306.0,727.0,1279.0,1785.0,2215.0,2709.0,3191.0,3680.0
"","",214,リカー,30.0,80.0,186.0,316.0,463.0,599.0,725.0,883.0,1079.0
"","",221,デイリーフーズ,68.0,274.0,675.0,1207.0,1634.0,2028.0,2444.0,2910.0,3413.0
0000006580,柏, ,柏計,79.0,370.0,935.0,1687.0,2328.0,2812.0,3440.0,4301.0,4941.0
"","",211,グロサリー,27.0,168.0,448.0,794.0,1126.0,1343.0,1634.0,2054.0,2348.0
"","",214,リカー,13.0,57.0,114.0,200.0,249.0,318.0,404.0,496.0,577.0
"","",221,デイリーフーズ,39.0,145.0,374.0,693.0,953.0,1151.0,1402.0,1751.0,2015.0
0000806930,南行徳, ,南行徳計,64.0,138.0,410.0,830.0,1222.0,1567.0,1913.0,2382.0,2891.0
"","",211,グロサリー,31.0,68.0,203.0,388.0,558.0,727.0,875.0,1098.0,1334.0
"","",214,リカー,10.0,19.0,46.0,102.0,162.0,198.0,246.0,293.0,352.0
"","",221,デイリーフーズ,22.0,51.0,161.0,340.0,501.0,643.0,793.0,992.0,1205.0
0000804090,新浦安, ,新浦安計,122.0,422.0,1150.0,2132.0,3208.0,4029.0,5098.0,6148.0,7502.0
"","",211,グロサリー,49.0,187.0,523.0,936.0,1409.0,1774.0,2253.0,2703.0,3266.0
"","",214,リカー,33.0,96.0,212.0,329.0,544.0,682.0,856.0,1030.0,1303.0
"","",221,デイリーフーズ,40.0,140.0,415.0,866.0,1254.0,1573.0,1989.0,2415.0,2933.0
0000047380,新浦安ＭＯＮＡ, ,新浦安ＭＯＮＡ計,0.0,22.0,77.0,139.0,202.0,284.0,368.0,467.0,559.0
"","",211,グロサリー,0.0,12.0,37.0,60.0,82.0,120.0,154.0,197.0,231.0
"","",214,リカー,0.0,1.0,2.0,5.0,12.0,18.0,25.0,36.0,45.0
"","",221,デイリーフーズ,0.0,8.0,38.0,74.0,108.0,146.0,190.0,235.0,282.0
 , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
